Origil raw file me,Converted file me,Re-annotated raw file me (userme_date_PI_Country_sampletag),NumReplicates,Organism,In Vivo or In vitro Process,Tissue type,Cell type,Culture conditions,Disease state,Comments,MHC class I or II,MHC Allele,PMID,SYSMHCID,Peptide,isolation method,antibody,"sample amount (cell number, weight of tissue)",fraction of sample measured,mass spectrometer,LC system,iRT peptides ,Acquisition mode,Fragmentation method,Gradient ,Gradient lenght (min),Flow rate,Column,Statiory Phase,Gradient details
SYSMHC00016_20160114_06_Qp2_Bcell_36.raw,SYSMHC00016_20160114_06_Qp2_Bcell_36_c.mzXML,SYSMHC00016_Heydert_161006_Ytterberg_Sweden_06_Qp2_Bcell_36,1,Human,In vitro,Blood,B lymphoblast,,,EBV transformed,class II,DRB1_0401,27452731,SYSMHC00016,native,immunoaffinity,L243,10e6 cells,100%,Q-Exactive plus,noUltimate 3000 (Thermo Fisher Scientific),no,DDA,HCD,"The separation was achieved using ACN/water gradients (buffer A: 2 % ACN, 0.1 % FA; buffer B: 98 % ACN, 0.1 % FA) of 4-26 % B over 60 min, followed by 26-95 % over 5 min. ",65,300 nl/min,"Acclaim® PepMap100 C18, 3 µm, 100 Å precolumn (Thermo Scientific) together with a heated (55°C) 25 cm long PicoFrit® self-pack alytical column (360 µm OD, 75 µm ID, 10 µm tip, non-coated; New Objecnative Inc.). ",Reprosil-pur AQ C18 1.9 µm (Dr. Maisch GmbH),
SYSMHC00016_20160114_07_Qp2_BAL_3.raw,SYSMHC00016_20160114_07_Qp2_BAL_3_c.mzXML,SYSMHC00016_Heydert_161006_Ytterberg_Sweden_07_Qp2_BAL_3,1,Human,In vivo,Bronchoalveolar lavage fluid,Macrophage,,sarcoidosis ,Mainly macrophage,class II,"DRB1_03,DRB1_15",27452731,SYSMHC00016,native,immunoaffinity,L243,11.5e6 cells,100%,Q-Exactive plus,noUltimate 3000 (Thermo Fisher Scientific),no,DDA,HCD,"The separation was achieved using ACN/water gradients (buffer A: 2 % ACN, 0.1 % FA; buffer B: 98 % ACN, 0.1 % FA) of 4-26 % B over 60 min, followed by 26-95 % over 5 min. ",65,300 nl/min,"Acclaim® PepMap100 C18, 3 µm, 100 Å precolumn (Thermo Scientific) together with a heated (55°C) 25 cm long PicoFrit® self-pack alytical column (360 µm OD, 75 µm ID, 10 µm tip, non-coated; New Objecnative Inc.). ",Reprosil-pur AQ C18 1.9 µm (Dr. Maisch GmbH),
SYSMHC00016_20160114_08_Qp2_BAL_1.raw,SYSMHC00016_20160114_08_Qp2_BAL_1_c.mzXML,SYSMHC00016_Heydert_161006_Ytterberg_Sweden_08_Qp2_BAL_1,1,Human,In vivo,Bronchoalveolar lavage fluid,Macrophage,,sarcoidosis ,Mainly macrophage,class II,"DRB1_03,DRB1_15",27452731,SYSMHC00016,native,immunoaffinity,L243,11.5e6 cells,100%,Q-Exactive plus,noUltimate 3000 (Thermo Fisher Scientific),no,DDA,HCD,"The separation was achieved using ACN/water gradients (buffer A: 2 % ACN, 0.1 % FA; buffer B: 98 % ACN, 0.1 % FA) of 4-26 % B over 60 min, followed by 26-95 % over 5 min. ",65,300 nl/min,"Acclaim® PepMap100 C18, 3 µm, 100 Å precolumn (Thermo Scientific) together with a heated (55°C) 25 cm long PicoFrit® self-pack alytical column (360 µm OD, 75 µm ID, 10 µm tip, non-coated; New Objecnative Inc.). ",Reprosil-pur AQ C18 1.9 µm (Dr. Maisch GmbH),
SYSMHC00016_20160114_09_Qp2_Bcell_34.raw,SYSMHC00016_20160114_09_Qp2_Bcell_34_c.mzXML,SYSMHC00016_Heydert_161006_Ytterberg_Sweden_09_Qp2_Bcell_34,1,Human,In vitro,Blood,B lymphoblast,,,EBV transformed,class II,DRB1_0401,27452731,SYSMHC00016,native,immunoaffinity,L243,10e6 cells,100%,Q-Exactive plus,noUltimate 3000 (Thermo Fisher Scientific),no,DDA,HCD,"The separation was achieved using ACN/water gradients (buffer A: 2 % ACN, 0.1 % FA; buffer B: 98 % ACN, 0.1 % FA) of 4-26 % B over 60 min, followed by 26-95 % over 5 min. ",65,300 nl/min,"Acclaim® PepMap100 C18, 3 µm, 100 Å precolumn (Thermo Scientific) together with a heated (55°C) 25 cm long PicoFrit® self-pack alytical column (360 µm OD, 75 µm ID, 10 µm tip, non-coated; New Objecnative Inc.). ",Reprosil-pur AQ C18 1.9 µm (Dr. Maisch GmbH),
SYSMHC00016_20160114_10_Qp2_BAL_4.raw,SYSMHC00016_20160114_10_Qp2_BAL_4_c.mzXML,SYSMHC00016_Heydert_161006_Ytterberg_Sweden_10_Qp2_BAL_4,1,Human,In vivo,Bronchoalveolar lavage fluid,Macrophage,,sarcoidosis ,Mainly macrophage,class II,"DRB1_03,DRB1_15",27452731,SYSMHC00016,native,immunoaffinity,L243,11.5e6 cells,100%,Q-Exactive plus,noUltimate 3000 (Thermo Fisher Scientific),no,DDA,HCD,"The separation was achieved using ACN/water gradients (buffer A: 2 % ACN, 0.1 % FA; buffer B: 98 % ACN, 0.1 % FA) of 4-26 % B over 60 min, followed by 26-95 % over 5 min. ",65,300 nl/min,"Acclaim® PepMap100 C18, 3 µm, 100 Å precolumn (Thermo Scientific) together with a heated (55°C) 25 cm long PicoFrit® self-pack alytical column (360 µm OD, 75 µm ID, 10 µm tip, non-coated; New Objecnative Inc.). ",Reprosil-pur AQ C18 1.9 µm (Dr. Maisch GmbH),
SYSMHC00017_1001.raw,SYSMHC00017_1001_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1001,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_S9037,class II,DQ7.5,25502872,SYSMHC00017,native,immunoaffinity,SPV-L3 (anti-DQ),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1002.raw,SYSMHC00017_1002_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1002,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_S9037,class II,DQ7.5,25502872,SYSMHC00017,native,immunoaffinity,SPV-L3 (anti-DQ),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1003.raw,SYSMHC00017_1003_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1003,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_S9037,class II,DQ7.5,25502872,SYSMHC00017,native,immunoaffinity,SPV-L3 (anti-DQ),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1204.raw,SYSMHC00017_1204_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1204,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_S9087,class II,DQ2.5,25502872,SYSMHC00017,native,immunoaffinity,2.12.E11 (anti-DQ2),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1205.raw,SYSMHC00017_1205_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1205,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_S9087,class II,DQ2.5,25502872,SYSMHC00017,native,immunoaffinity,2.12.E11 (anti-DQ2),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1206.raw,SYSMHC00017_1206_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1206,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_S9087,class II,DQ2.5,25502872,SYSMHC00017,native,immunoaffinity,2.12.E11 (anti-DQ2),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1207.raw,SYSMHC00017_1207_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1207,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_P9047,class II,DQ2.2,25502872,SYSMHC00017,native,immunoaffinity,2.12.E11 (anti-DQ2),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1208.raw,SYSMHC00017_1208_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1208,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_P9047,class II,DQ2.2,25502872,SYSMHC00017,native,immunoaffinity,2.12.E11 (anti-DQ2),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1209.raw,SYSMHC00017_1209_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1209,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_P9047,class II,DQ2.2,25502872,SYSMHC00017,native,immunoaffinity,2.12.E11 (anti-DQ2),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1210.raw,SYSMHC00017_1210_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1210,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_S9037,class II,DQ7.5,25502872,SYSMHC00017,native,immunoaffinity,SPV-L3 (anti-DQ),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1212.raw,SYSMHC00017_1212_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1212,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_S9037,class II,DQ7.5,25502872,SYSMHC00017,native,immunoaffinity,SPV-L3 (anti-DQ),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1216.raw,SYSMHC00017_1216_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1216,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_P9047,class II,DQ2.2,25502872,SYSMHC00017,native,immunoaffinity,2.12.E11 (anti-DQ2),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1217.raw,SYSMHC00017_1217_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1217,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_P9047,class II,DQ2.2,25502872,SYSMHC00017,native,immunoaffinity,2.12.E11 (anti-DQ2),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1218.raw,SYSMHC00017_1218_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1218,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_P9047,class II,DQ2.2,25502872,SYSMHC00017,native,immunoaffinity,2.12.E11 (anti-DQ2),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1401.raw,SYSMHC00017_1401_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1401,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_M9050,class II,DQ2.2,25502872,SYSMHC00017,native,immunoaffinity,2.12.E11 (anti-DQ2),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1402.raw,SYSMHC00017_1402_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1402,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_M9050,class II,DQ2.2,25502872,SYSMHC00017,native,immunoaffinity,2.12.E11 (anti-DQ2),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1403.raw,SYSMHC00017_1403_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1403,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_M9050,class II,DQ2.2,25502872,SYSMHC00017,native,immunoaffinity,2.12.E11 (anti-DQ2),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1405.raw,SYSMHC00017_1405_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1405,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_CD114,class II,DQ2.5,25502872,SYSMHC00017,native,immunoaffinity,2.12.E11 (anti-DQ2),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1406.raw,SYSMHC00017_1406_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1406,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_CD114,class II,DQ2.5,25502872,SYSMHC00017,native,immunoaffinity,2.12.E11 (anti-DQ2),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1407.raw,SYSMHC00017_1407_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1407,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_CD114,class II,DQ2.5,25502872,SYSMHC00017,native,immunoaffinity,2.12.E11 (anti-DQ2),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1409.raw,SYSMHC00017_1409_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1409,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_A9064,class II,DQ7.5,25502872,SYSMHC00017,native,immunoaffinity,SPV-L3 (anti-DQ),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1410.raw,SYSMHC00017_1410_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1410,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_A9064,class II,DQ7.5,25502872,SYSMHC00017,native,immunoaffinity,SPV-L3 (anti-DQ),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1411.raw,SYSMHC00017_1411_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1411,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_A9064,class II,DQ7.5,25502872,SYSMHC00017,native,immunoaffinity,SPV-L3 (anti-DQ),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1413.raw,SYSMHC00017_1413_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1413,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_P9088,class II,DQ2.5,25502872,SYSMHC00017,native,immunoaffinity,2.12.E11 (anti-DQ2),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1414.raw,SYSMHC00017_1414_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1414,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_P9088,class II,DQ2.5,25502872,SYSMHC00017,native,immunoaffinity,2.12.E11 (anti-DQ2),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1415.raw,SYSMHC00017_1415_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1415,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_P9088,class II,DQ2.5,25502872,SYSMHC00017,native,immunoaffinity,2.12.E11 (anti-DQ2),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1417.raw,SYSMHC00017_1417_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1417,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_P9051,class II,DQ2.2,25502872,SYSMHC00017,native,immunoaffinity,2.12.E11 (anti-DQ2),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1418.raw,SYSMHC00017_1418_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1418,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_P9051,class II,DQ2.2,25502872,SYSMHC00017,native,immunoaffinity,2.12.E11 (anti-DQ2),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1419.raw,SYSMHC00017_1419_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1419,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_P9051,class II,DQ2.2,25502872,SYSMHC00017,native,immunoaffinity,2.12.E11 (anti-DQ2),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1421.raw,SYSMHC00017_1421_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1421,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_B9089,class II,DQ7.5,25502872,SYSMHC00017,native,immunoaffinity,SPV-L3 (anti-DQ),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1422.raw,SYSMHC00017_1422_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1422,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_B9089,class II,DQ7.5,25502872,SYSMHC00017,native,immunoaffinity,SPV-L3 (anti-DQ),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1423.raw,SYSMHC00017_1423_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1423,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_B9089,class II,DQ7.5,25502872,SYSMHC00017,native,immunoaffinity,SPV-L3 (anti-DQ),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1492.raw,SYSMHC00017_1492_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1492,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_P9088,class II,DQ2.5,25502872,SYSMHC00017,native,immunoaffinity,2.12.E11 (anti-DQ2),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1493.raw,SYSMHC00017_1493_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1493,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_P9088,class II,DQ2.5,25502872,SYSMHC00017,native,immunoaffinity,2.12.E11 (anti-DQ2),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1494.raw,SYSMHC00017_1494_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1494,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_P9088,class II,DQ2.5,25502872,SYSMHC00017,native,immunoaffinity,2.12.E11 (anti-DQ2),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1858.raw,SYSMHC00017_1858_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1858,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_B9089,class II,DQ7.5,25502872,SYSMHC00017,native,immunoaffinity,SPV-L3 (anti-DQ),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1859.raw,SYSMHC00017_1859_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1859,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_B9089,class II,DQ7.5,25502872,SYSMHC00017,native,immunoaffinity,SPV-L3 (anti-DQ),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1860.raw,SYSMHC00017_1860_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1860,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_B9089,class II,DQ7.5,25502872,SYSMHC00017,native,immunoaffinity,SPV-L3 (anti-DQ),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1862.raw,SYSMHC00017_1862_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1862,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_A9064,class II,DQ7.5,25502872,SYSMHC00017,native,immunoaffinity,SPV-L3 (anti-DQ),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
SYSMHC00017_1863.raw,SYSMHC00017_1863_c.mzXML,SYSMHC00017_Bergsenge_161006_Sollid_Norway_1863,1,Human,In vitro,Blood,B lymphoblast,suspension,,EBV transformed_A9064,class II,DQ7.5,25502872,SYSMHC00017,native,immunoaffinity,SPV-L3 (anti-DQ),7x10e7 cells,,Q-Exactive,Dionex Ultimate 3000 no-LC,no,DDA,,"5-50% B in 45 min, 90% B for 15 min",60 min,300 nL/min,Acclaim PepMap100 RSLC,C18," (A - 0.1% FA in H20, B - 90% ACN 0.1% FA in H20)"
